event_id,host_id,timestamp,src_ip,dst_ip,dst_port,protocol,bytes_out,bytes_in,inter_event_seconds,proc_name,user,country_code,signed_binary,label
EVT-423763394,HOST-083,2025-02-07 00:13:16,192.168.44.132,72.137.170.16,443,https,3820,181,66.04365261162249,word.exe,user018,NG,0,1
EVT-430425311,HOST-063,2025-02-01 01:50:19,192.168.77.219,43.120.70.140,80,tcp,6290,2190,52.321054585148325,sliver-client.exe,user155,IR,1,1
EVT-521111276,HOST-118,2025-02-06 22:23:14,192.168.123.178,97.139.241.81,8080,tcp,44476,8675,278.88589772523943,slack.exe,user123,GB,1,0
EVT-765822123,HOST-034,2025-02-05 08:35:13,10.11.208.93,196.216.26.214,8443,https,20485,1164,2175.3247814623965,rundll32.exe,user179,CN,1,0
EVT-871261063,HOST-025,2025-02-07 05:10:13,10.23.53.185,176.4.116.226,993,tcp,44209,1739,701.798213239358,firefox.exe,svc_antivirus,IN,1,0
EVT-937957100,HOST-015,2025-02-03 01:21:36,10.41.201.128,49.25.169.33,58216,tcp,1078,3200,70.30460073556898,sliver-client.exe,user177,JP,0,1
EVT-220202106,HOST-062,2025-02-07 07:14:51,10.89.232.57,129.121.92.198,80,tcp,30161,41045,97.82622785775614,powershell.exe,user077,JP,1,0
EVT-967897465,HOST-074,2025-02-07 01:05:49,10.239.111.6,26.148.183.219,8080,tcp,42150,17582,576.9055578912569,outlook.exe,user142,IN,1,0
EVT-818742915,HOST-138,2025-02-04 04:43:42,192.168.246.2,23.45.215.163,29864,tcp,32914,32355,,chrome.exe,user034,US,0,0
EVT-313859423,HOST-070,2025-02-02 23:37:51,192.168.228.57,144.154.163.155,80,tcp,6512,2125,93.52772049442643,chrome.exe,user099,CN,0,1
EVT-162099987,HOST-026,2025-02-02 09:06:34,10.253.204.209,75.6.155.118,80,tcp,39832,42153,963.4214927712576,spotify.exe,user055,DE,1,0
EVT-470880049,HOST-105,2025-02-02 01:27:53,10.162.97.118,161.62.147.125,8080,tcp,1657,3923,58.40396269249878,meterpreter.exe,user051,US,0,1
EVT-748041213,HOST-010,2025-02-05 01:57:47,10.141.76.115,44.117.254.21,53,dns,36152,42509,744.5297494618477,spotify.exe,user116,HK,1,0
EVT-543052833,HOST-052,2025-02-07 17:21:18,10.202.221.102,36.12.199.37,8443,https,40888,30741,482.2835419328345,spotify.exe,user026,IN,1,0
EVT-667696344,HOST-099,2025-02-04 23:02:21,10.124.113.66,163.162.15.174,993,tcp,11283,50694,1028.8828968670666,outlook.exe,user116,GB,1,0
EVT-660236530,HOST-039,2025-02-07 18:04:57,10.67.8.182,55.137.197.140,993,tcp,43836,5055,646.8308614430129,cmd.exe,user082,US,1,0
EVT-684161515,HOST-090,2025-02-06 06:57:49,10.135.183.4,23.144.42.45,993,tcp,25192,24987,325.2209745548172,sliver-client.exe,user047,DE,0,0
EVT-358580830,HOST-068,2025-02-05 19:05:02,10.185.88.156,179.131.222.90,53,dns,6159,3845,1948.9754093826862,outlook.exe,user115,DE,1,0
EVT-457466577,HOST-143,2025-02-06 01:47:40,10.174.239.238,161.176.83.165,443,https,7636,49645,59.67533913224021,slack.exe,user153,IN,1,0
EVT-333219964,HOST-044,2025-02-07 11:58:07,192.168.218.224,209.167.177.48,21319,tcp,1222,1080,52.793269198787165,mshta.exe,user124,IR,0,1
EVT-862656109,HOST-136,2025-02-07 00:09:27,192.168.26.94,138.168.189.54,80,tcp,40478,26174,435.051441023554,teams.exe,user018,GB,1,0
EVT-824146642,HOST-094,2025-02-02 03:11:16,10.72.230.218,112.54.91.224,443,https,32722,11199,119.76589866114324,firefox.exe,user115,GB,1,0
EVT-808051627,HOST-113,2025-02-05 02:16:05,192.168.243.61,153.175.246.117,16563,tcp,4318,3754,51.80790357184955,outlook.exe,user127,JP,0,1
EVT-732725643,HOST-026,2025-02-04 05:20:14,192.168.193.62,179.45.134.117,19116,udp,2732,2010,65.8410812942761,powershell.exe,user139,IR,1,1
EVT-531650957,HOST-003,2025-02-07 03:42:22,10.16.70.88,145.5.108.19,80,tcp,48955,33090,1942.8871047030445,sliver-client.exe,user087,US,1,0
EVT-848974715,HOST-110,2025-02-02 10:17:55,10.255.171.5,79.250.125.21,8080,tcp,41599,57736,1059.011434450386,zoom.exe,user020,BR,0,0
EVT-489230152,HOST-073,2025-02-06 17:45:20,10.150.222.68,200.45.78.165,995,tcp,6868,55289,183.3903497644879,teams.exe,user026,CA,1,0
EVT-972782210,HOST-047,2025-02-04 08:26:08,10.54.208.218,160.29.27.77,8443,https,40129,25741,2009.342042649616,onedrive.exe,user068,JP,1,0
EVT-806016719,HOST-135,2025-02-07 12:37:10,10.0.110.194,197.77.251.72,53,dns,25531,22239,216.09621018588734,excel.exe,user129,CN,1,0
EVT-978045627,HOST-049,2025-02-06 12:55:04,10.33.181.84,129.255.207.47,57539,udp,39935,17983,573.1043731460588,rundll32.exe,user151,UA,1,0
EVT-672905287,HOST-066,2025-02-03 09:57:14,192.168.98.80,106.221.208.192,8443,https,36214,41405,445.5481219162928,chrome.exe,user137,IN,1,0
EVT-887383850,HOST-109,2025-02-06 21:56:52,10.236.65.89,190.184.233.239,443,https,33908,59684,5.397189445370405,firefox.exe,user064,US,1,0
EVT-715024991,HOST-145,2025-02-02 07:29:12,192.168.172.31,141.48.156.67,8443,https,43373,35905,561.1553354591965,onedrive.exe,user090,GB,1,0
EVT-387864519,HOST-135,2025-02-01 00:41:58,192.168.119.41,176.161.252.62,8137,tcp,7603,33929,2747.7650925483363,slack.exe,user010,DE,1,0
EVT-435487967,HOST-098,2025-02-04 13:08:46,10.214.57.253,200.213.252.199,54627,tcp,42677,59921,213.65269468541078,teams.exe,user162,US,1,0
EVT-838586134,HOST-017,2025-02-03 17:26:11,10.225.169.177,71.86.63.129,8080,tcp,17403,11448,5.725514697077561,zoom.exe,user072,NL,1,0
EVT-901264129,HOST-017,2025-02-01 21:07:27,10.53.82.173,52.66.112.202,443,https,10139,4681,1685.290910069394,zoom.exe,user104,US,1,0
EVT-562896186,HOST-104,2025-02-07 23:00:12,10.166.150.72,42.222.24.190,8443,https,36021,5737,,chrome.exe,user092,CA,1,0
EVT-343847115,HOST-077,2025-02-01 06:33:46,10.136.92.218,138.33.179.203,80,tcp,49116,35906,837.1593874851935,slack.exe,user059,NL,1,0
EVT-201718871,HOST-020,2025-02-05 03:00:17,10.147.226.45,183.232.28.41,80,tcp,4438,53784,1072.5504425938962,firefox.exe,user035,DE,1,0
EVT-197573348,HOST-105,2025-02-02 19:51:04,10.79.217.247,218.122.195.136,8080,tcp,49068,13984,242.45600591558667,excel.exe,user194,IN,1,0
EVT-381129381,HOST-142,2025-02-03 01:45:39,192.168.121.128,17.184.205.112,993,tcp,17162,43457,853.9710234811172,chrome.exe,user025,GB,1,0
EVT-875285424,HOST-010,2025-02-02 11:27:48,10.225.181.85,11.95.105.221,8080,tcp,48454,53056,133.99914535236795,word.exe,user192,US,1,0
EVT-466167191,HOST-124,2025-02-03 17:21:03,10.185.45.191,155.181.161.166,993,tcp,2510,54993,1913.111670063328,firefox.exe,user023,US,1,0
EVT-475793284,HOST-052,2025-02-05 16:07:05,10.231.255.106,68.236.242.190,995,tcp,30699,47680,42.226787611748975,powershell.exe,user020,US,1,0
EVT-644094720,HOST-060,2025-02-03 06:11:26,10.28.54.69,112.126.193.225,8080,tcp,26745,22070,290.6562401096779,chrome.exe,user184,JP,1,0
EVT-742410614,HOST-108,2025-02-06 01:14:20,10.168.221.174,27.54.112.176,8080,tcp,41605,39727,31.06498162396097,outlook.exe,user193,IR,1,0
EVT-299075769,HOST-038,2025-02-04 03:11:47,10.255.216.184,27.19.231.167,443,https,23618,33315,37.94463761825524,spotify.exe,user182,GB,1,0
EVT-167420364,HOST-024,2025-02-06 11:54:54,10.137.45.154,123.236.10.135,995,tcp,3847,28846,309.3492598684781,zoom.exe,user158,CN,0,0
EVT-145404909,HOST-145,2025-02-04 02:40:25,10.241.2.118,157.255.57.21,39075,tcp,9234,42499,48.524649723349505,onedrive.exe,user101,VN,1,0
EVT-419083753,HOST-053,2025-02-03 13:24:58,192.168.188.84,199.166.83.184,8080,tcp,4391,3265,66.16052252021107,wscript.exe,user022,KP,0,1
EVT-126010081,HOST-026,2025-02-04 13:09:10,10.229.222.103,113.3.93.82,995,tcp,43574,48516,131.11551955564653,wscript.exe,user121,NL,1,0
EVT-773506191,HOST-104,2025-02-05 19:20:37,10.240.183.223,148.226.172.32,8443,https,4645,33282,,outlook.exe,user106,CA,1,0
EVT-755132241,HOST-033,2025-02-04 06:02:13,10.159.14.92,194.126.202.90,53,dns,41958,39529,86.85838006559085,rundll32.exe,user150,US,1,0
EVT-759412259,HOST-117,2025-02-07 08:13:57,10.180.165.246,102.59.13.89,53,dns,3934,2420,55.6309674228865,powershell.exe,user008,RU,0,1
EVT-447545249,HOST-011,2025-02-04 14:42:25,10.133.100.37,55.93.66.99,53,dns,28285,28424,1716.817674916093,slack.exe,user016,NL,1,0
EVT-671438277,HOST-078,2025-02-03 01:43:58,10.81.234.42,186.241.209.72,8443,https,48238,49174,704.9049000094752,excel.exe,user120,CA,1,0
EVT-544810821,HOST-061,2025-02-01 04:42:07,192.168.204.85,11.198.129.240,443,https,38366,46308,607.2446932995007,firefox.exe,user174,GB,1,0
EVT-237586672,HOST-144,2025-02-03 17:56:46,10.246.204.1,69.152.79.225,443,https,32476,30778,245.82490259742983,unknown.bin,user190,RU,1,0
EVT-213466770,HOST-079,2025-02-01 09:08:37,10.3.104.224,38.188.113.10,53,dns,41221,34036,128.59039219268345,spotify.exe,user116,JP,1,0
EVT-176863702,HOST-139,2025-02-01 06:00:30,192.168.82.87,148.217.155.127,8080,tcp,6371,2322,76.26871178077431,chrome.exe,user075,TR,0,1
EVT-129253505,HOST-038,2025-02-03 14:21:07,10.127.210.26,68.160.152.77,8080,tcp,7219,435,68.08126484247083,cmd.exe,user096,UA,0,1
EVT-100937457,HOST-072,2025-02-03 00:46:35,10.86.29.158,84.80.212.216,8443,https,39652,39877,1082.7959760402216,spotify.exe,user104,US,1,0
EVT-508364849,HOST-123,2025-02-07 04:40:12,10.159.25.244,149.19.252.126,53,dns,48851,6978,999.0089246957023,sliver-client.exe,user126,GB,1,0
EVT-159402928,HOST-025,2025-02-06 02:39:57,192.168.15.253,74.31.206.162,80,tcp,27539,1167,1761.3787417484587,onedrive.exe,user047,IR,1,0
EVT-694315044,HOST-140,2025-02-06 12:51:35,10.168.130.28,88.60.26.22,993,udp,32150,36013,1370.6810183030734,onedrive.exe,user079,US,1,0
EVT-956833917,HOST-116,2025-02-04 19:38:15,10.27.19.202,117.196.107.182,53,dns,766,2475,72.2258882426816,cscript.exe,user110,VN,0,1
EVT-273943430,HOST-102,2025-02-01 18:30:20,10.85.149.92,36.24.124.123,8443,https,46255,58844,1879.6676684332604,wscript.exe,user173,NG,1,0
EVT-436299183,HOST-037,2025-02-06 22:58:08,10.177.42.213,210.32.161.223,443,https,31484,28246,45.64553556801225,word.exe,user163,DE,0,0
EVT-686204623,HOST-123,2025-02-04 11:07:53,10.120.228.155,220.250.245.28,8080,tcp,7968,7440,123.51946232756926,outlook.exe,user154,GB,1,0
EVT-897351972,HOST-127,2025-02-04 00:05:02,10.182.110.186,162.102.114.77,53,dns,3410,3116,70.96042263484291,powershell.exe,user044,HK,0,1
EVT-981436642,HOST-044,2025-02-05 05:34:14,10.162.23.213,34.32.89.213,995,tcp,6701,18512,307.57080637566133,chrome.exe,user083,US,0,0
EVT-172450830,HOST-089,2025-02-02 03:30:13,10.84.177.228,111.223.230.60,993,tcp,32095,9475,991.9974628516602,chrome.exe,user113,FR,1,0
EVT-854404467,HOST-010,2025-02-04 08:50:23,10.109.86.37,86.247.189.69,995,tcp,34985,37287,350.2086654157595,chrome.exe,user197,IN,1,0
EVT-204417594,HOST-060,2025-02-05 05:46:10,10.246.67.184,46.129.117.77,8080,tcp,40141,43109,183.17069937137148,outlook.exe,user072,GB,1,0
EVT-546772890,HOST-023,2025-02-05 21:11:28,10.246.168.36,197.28.237.133,993,tcp,7712,3347,380.67955300275264,outlook.exe,user187,IN,1,0
EVT-176093013,HOST-084,2025-02-04 12:01:43,10.9.244.240,99.160.77.14,443,https,23147,43410,519.8044210614709,onedrive.exe,user152,GB,0,0
EVT-827120898,HOST-083,2025-02-07 23:32:24,192.168.250.160,150.220.61.158,443,https,3053,2624,79.74022651189135,unknown.bin,user129,UA,1,1
EVT-770076315,HOST-080,2025-02-07 22:21:16,192.168.111.49,158.247.5.206,443,https,301,1525,58.6213807412418,onedrive.exe,user143,VN,0,1
EVT-659089966,HOST-102,2025-02-01 16:12:27,10.0.217.75,79.147.20.78,8443,https,46988,37818,61.65573148699558,excel.exe,user161,DE,1,0
EVT-304613963,HOST-139,2025-02-01 13:55:13,10.162.53.228,85.241.221.44,8080,tcp,2023,3367,52.66160995679422,cscript.exe,user142,RU,0,1
EVT-722221875,HOST-030,2025-02-04 14:36:34,192.168.216.164,217.212.19.90,8080,tcp,7747,3673,64.28461012389268,mshta.exe,user137,VN,0,1
EVT-454958327,HOST-033,2025-02-06 19:04:38,192.168.241.59,186.41.195.164,8080,tcp,45242,38448,16.87934941525906,chrome.exe,user077,US,1,0
EVT-535155642,HOST-033,2025-02-04 14:04:42,192.168.132.209,117.162.18.130,993,udp,26618,12013,291.6851465115616,excel.exe,user087,RU,1,0
EVT-637464905,HOST-140,2025-02-02 12:28:09,10.208.133.183,124.170.58.154,8443,https,21177,32977,1081.5777684268253,chrome.exe,user122,GB,1,0
EVT-504979217,HOST-014,2025-02-04 22:28:46,10.105.144.20,12.196.89.205,443,https,6098,1131,60.73338516287339,regsvr32.exe,user172,IR,1,1
EVT-372158218,HOST-005,2025-02-07 14:26:40,10.207.18.72,54.136.54.241,80,tcp,42395,14023,934.3516020542546,firefox.exe,user133,JP,1,0
EVT-112848848,HOST-025,2025-02-02 04:03:01,192.168.219.215,12.187.32.115,36642,tcp,3270,3856,45.07342665166561,sliver-client.exe,svc_backup,UA,0,1
EVT-245112235,HOST-116,2025-02-04 02:50:38,10.114.188.90,182.149.253.194,53,dns,30877,1430,114.83559344522912,zoom.exe,user139,US,1,0
EVT-566901533,HOST-087,2025-02-05 11:14:38,10.44.222.10,211.66.103.125,995,udp,8977,33316,360.18779768692315,slack.exe,user083,IN,1,0
EVT-500141559,HOST-138,2025-02-03 18:04:04,10.168.29.154,45.123.108.36,53,dns,669,24843,671.834619113813,zoom.exe,user117,US,0,0
EVT-319253303,HOST-031,2025-02-01 07:26:57,10.3.205.229,70.239.193.152,8080,tcp,3412,39268,21.846746316433833,onedrive.exe,user127,FR,1,0
EVT-521127268,HOST-060,2025-02-05 16:30:09,10.228.92.142,86.215.233.243,7485,tcp,23836,48904,1181.060936783265,cmd.exe,user176,DE,1,0
EVT-919903956,HOST-084,2025-02-06 04:30:31,192.168.209.248,183.164.76.109,443,https,4235,1438,40.45011629385415,regsvr32.exe,user052,DE,0,1
EVT-298346919,HOST-011,2025-02-05 14:03:57,192.168.254.29,97.82.116.138,443,https,10566,19368,844.3195531652816,firefox.exe,user051,US,1,0
EVT-416453068,HOST-138,2025-02-05 15:24:38,192.168.225.170,20.51.122.185,53,dns,47153,6788,207.59372467154537,firefox.exe,user041,US,1,0
EVT-433018662,HOST-121,2025-02-05 14:19:54,10.121.234.166,135.73.66.211,443,https,7560,44952,454.2640778593073,chrome.exe,user012,US,1,0
EVT-675725833,HOST-022,2025-02-03 07:30:40,10.248.29.251,42.78.32.2,80,tcp,34830,1196,768.9181108971688,firefox.exe,user138,JP,1,0
EVT-249273601,HOST-127,2025-02-01 02:47:48,10.203.84.133,148.246.235.15,8080,tcp,11760,38397,28.33450165861045,excel.exe,user196,NL,1,0
EVT-824936113,HOST-068,2025-02-07 22:09:00,10.226.74.209,193.136.178.123,443,https,3002,16543,1017.6494735817641,chrome.exe,user125,CA,0,0
EVT-563555074,HOST-051,2025-02-02 10:21:11,10.24.131.37,25.100.173.29,993,tcp,35635,21228,756.160461339572,mshta.exe,user013,DE,1,0
EVT-118774888,HOST-142,2025-02-06 19:14:05,10.123.249.12,222.225.81.235,993,tcp,25927,7475,1151.5875401118483,onedrive.exe,user075,US,0,0
EVT-835360693,HOST-078,2025-02-04 18:49:58,10.243.175.182,152.94.169.179,993,udp,31387,84,116.97135276894991,teams.exe,user184,NL,1,0
EVT-300407273,HOST-035,2025-02-04 18:38:31,10.208.139.1,22.203.34.157,25051,tcp,47075,11678,1074.955247867657,chrome.exe,user011,JP,1,0
EVT-307579965,HOST-122,2025-02-01 03:31:31,10.116.206.223,57.164.30.149,8443,https,26865,25888,896.8990643633725,outlook.exe,user125,JP,1,0
EVT-924249966,HOST-108,2025-02-07 22:24:20,10.18.45.6,46.77.244.124,38090,udp,42074,17668,257.77638052907076,zoom.exe,user090,DE,1,0
EVT-207473423,HOST-029,2025-02-04 16:47:47,10.72.169.175,199.245.58.13,80,tcp,24788,23601,1231.2016579029917,chrome.exe,user187,KP,1,0
EVT-830090498,HOST-102,2025-02-06 19:27:18,10.146.128.115,164.176.197.197,443,https,17485,6751,85.70078183518976,slack.exe,user105,BR,1,0
EVT-966246168,HOST-095,2025-02-06 10:40:07,10.164.52.164,90.253.71.122,80,tcp,19489,8367,99.86166576799957,word.exe,user115,CA,1,0
EVT-990853109,HOST-042,2025-02-01 23:10:48,192.168.165.159,123.0.166.100,443,https,906,3797,64.48333570350121,spotify.exe,user147,RU,0,1
EVT-963955047,HOST-065,2025-02-07 15:11:42,10.23.215.113,85.71.156.111,61404,tcp,272,2507,69.52014614823216,regsvr32.exe,user167,CN,0,1
EVT-616484431,HOST-126,2025-02-05 03:17:53,10.101.212.123,97.85.185.119,44878,tcp,25591,44411,643.0522673410711,slack.exe,user105,CA,0,0
EVT-244939188,HOST-027,2025-02-02 07:05:59,10.69.215.128,146.172.244.240,2981,tcp,46626,57331,1042.3472523452533,word.exe,user147,IN,1,0
EVT-424737383,HOST-109,2025-02-05 01:35:02,10.245.207.172,52.214.108.50,80,tcp,12599,43900,254.63323727066168,onedrive.exe,user164,FR,0,0
EVT-804160857,HOST-125,2025-02-05 07:32:51,192.168.120.181,172.31.221.45,27866,tcp,2262,3357,24.12470087387674,rundll32.exe,user107,RU,0,1
EVT-524976249,HOST-141,2025-02-05 13:41:41,10.56.12.115,212.38.76.32,46401,tcp,5817,44238,407.86467428969377,word.exe,user146,IN,1,0
EVT-277122841,HOST-049,2025-02-03 06:00:34,192.168.247.90,218.172.246.158,995,tcp,14446,13894,1435.4171489313699,chrome.exe,user074,GB,1,0
EVT-523201258,HOST-040,2025-02-07 14:02:49,10.27.116.11,47.90.127.7,8080,tcp,1716,46644,967.1723024659251,cscript.exe,user073,GB,1,0
EVT-398648750,HOST-141,2025-02-02 15:47:58,10.164.161.198,98.178.216.202,53,dns,45697,37968,272.8737254348561,cscript.exe,user001,FR,0,0
EVT-131593134,HOST-070,2025-02-04 10:39:40,10.134.5.58,67.0.211.186,80,tcp,14952,50820,5.600954680350788,spotify.exe,user136,US,1,0
EVT-814116977,HOST-086,2025-02-06 20:53:04,192.168.227.111,146.133.162.181,8080,tcp,2160,2743,28.79843249522739,spotify.exe,user051,TR,0,1
EVT-687728555,HOST-077,2025-02-01 13:00:00,10.232.227.253,80.5.246.119,8080,tcp,1654,837,43.14985214910516,rundll32.exe,user166,UA,1,1
EVT-366749642,HOST-078,2025-02-03 19:47:54,10.110.237.200,95.243.172.105,53,dns,6245,56043,909.6675680769754,outlook.exe,user194,HK,1,0
EVT-312128407,HOST-094,2025-02-04 08:31:39,10.79.44.88,40.37.154.239,53,dns,17218,32441,252.93152454639457,firefox.exe,user178,RU,1,0
EVT-700194865,HOST-064,2025-02-06 09:50:55,10.96.215.121,130.45.64.211,8443,https,17116,55884,,firefox.exe,user056,GB,0,0
EVT-411755865,HOST-059,2025-02-06 12:20:58,10.204.159.83,125.26.96.45,443,https,3778,2903,64.44842247387813,slack.exe,user133,NL,1,1
EVT-443481608,HOST-061,2025-02-06 13:53:01,10.135.37.160,128.56.1.66,53,dns,16413,26436,3023.645660016439,onedrive.exe,user153,NL,1,0
EVT-545137987,HOST-099,2025-02-03 12:14:46,10.43.146.39,83.125.183.62,993,udp,33826,45777,1415.4790860360483,firefox.exe,user103,GB,1,0
EVT-706784905,HOST-123,2025-02-04 10:35:21,192.168.121.242,171.158.155.121,443,https,1635,352,53.93939486577539,outlook.exe,user104,US,0,1
EVT-756065307,HOST-084,2025-02-01 04:33:13,192.168.160.251,140.230.178.163,443,https,4530,3160,52.11057633969609,zoom.exe,user089,RU,0,1
EVT-191198120,HOST-102,2025-02-06 18:12:49,10.63.21.76,48.224.160.57,53,dns,26218,21911,350.9079526177932,outlook.exe,user063,FR,1,0
EVT-826006326,HOST-062,2025-02-03 02:56:41,10.142.144.59,89.21.63.14,8443,https,28956,37694,488.62704714122054,slack.exe,user117,JP,0,0
EVT-753245335,HOST-117,2025-02-04 06:31:41,10.144.173.137,151.109.255.98,8443,https,13380,5247,227.81931390897955,cmd.exe,svc_edr,US,1,0
EVT-224378768,HOST-060,2025-02-05 18:36:04,10.44.183.165,35.222.111.128,443,https,38599,6998,578.8634853658486,zoom.exe,user045,CA,1,0
EVT-529348859,HOST-064,2025-02-06 10:27:22,10.2.196.164,86.42.179.171,53,dns,11578,42281,251.12643367813303,zoom.exe,user010,NL,1,0
EVT-867453046,HOST-009,2025-02-01 14:26:58,10.183.160.11,196.171.34.32,42447,tcp,43581,18814,228.43192478086215,spotify.exe,user012,JP,0,0
EVT-373257434,HOST-040,2025-02-06 08:53:34,192.168.179.181,105.109.152.176,995,tcp,22902,33393,559.7858434982644,teams.exe,user119,TR,1,0
EVT-623538990,HOST-111,2025-02-03 15:09:43,192.168.23.17,119.43.102.41,995,udp,18331,12418,73.39988832248109,firefox.exe,user055,UA,1,0
EVT-356395822,HOST-014,2025-02-03 22:11:01,10.96.204.87,156.15.237.75,7568,tcp,33314,47976,766.2780301324457,teams.exe,user094,JP,1,0
EVT-489666024,HOST-034,2025-02-01 22:21:57,192.168.93.183,79.74.195.131,443,https,752,1601,47.83307067162186,rundll32.exe,user193,TR,1,1
EVT-251224926,HOST-117,2025-02-06 00:25:16,10.251.140.226,187.0.239.27,8080,tcp,25460,37285,379.9897942336973,teams.exe,user016,JP,1,0
EVT-623605482,HOST-131,2025-02-04 07:57:21,10.57.139.162,14.49.80.145,8080,tcp,34348,40645,219.29225517639466,teams.exe,user036,IN,1,0
EVT-379940124,HOST-063,2025-02-01 17:27:07,10.167.249.41,111.140.168.10,8443,https,13088,49247,418.1891079879842,zoom.exe,user044,US,0,0
EVT-805014347,HOST-062,2025-02-01 23:46:27,10.33.83.173,138.202.162.54,8080,tcp,40450,15362,208.67458820816017,excel.exe,user093,US,1,0
EVT-407899822,HOST-077,2025-02-06 01:12:28,192.168.98.10,61.129.64.144,443,https,1126,2813,61.60070263654144,powershell.exe,user141,BR,1,1
EVT-468584555,HOST-116,2025-02-01 18:19:05,192.168.194.59,177.185.83.69,8080,tcp,6062,855,46.50686423576272,meterpreter.exe,user038,KP,0,1
EVT-534477833,HOST-071,2025-02-04 15:33:58,10.33.162.32,27.18.172.110,8080,tcp,49945,17311,200.87611067330283,zoom.exe,user022,IN,1,0
EVT-548376777,HOST-027,2025-02-05 21:13:48,192.168.81.251,149.77.37.73,443,https,4844,2660,76.05128517176188,spotify.exe,user018,GB,0,1
EVT-460717754,HOST-065,2025-02-07 09:13:01,10.131.88.94,145.168.102.128,995,tcp,8874,45446,491.8627035230837,teams.exe,user163,GB,0,0
EVT-376349842,HOST-039,2025-02-02 02:32:39,10.207.212.142,178.13.189.37,80,tcp,4760,926,68.33949921297885,unknown.bin,user007,NL,0,1
EVT-425931007,HOST-103,2025-02-03 01:42:24,10.139.213.201,55.149.215.40,80,tcp,26443,29888,429.7145125128046,spotify.exe,user127,NL,1,0
EVT-845385053,HOST-022,2025-02-02 02:00:20,192.168.37.247,44.43.150.246,8080,tcp,6196,1727,52.9740379547023,meterpreter.exe,user118,CN,0,1
